25
22
9
15
70
23,25,22,0
7,75,22,0
7,75,72,0
7,75,122,0
7,75,172,0
7,75,222,0
7,75,272,0
7,75,322,0
7,75,372,0
7,75,422,0
7,125,422,0
7,175,422,0
7,175,372,0
7,175,322,0
7,175,272,0
7,175,222,0
7,175,172,0
7,175,122,0
7,175,72,0
7,175,22,0
7,225,22,0
7,275,22,0
7,275,72,0
7,275,122,0
7,275,172,0
7,275,222,0
7,275,272,0
7,275,322,0
7,275,372,0
7,275,422,0
7,325,422,0
7,375,422,0
7,375,372,0
7,375,322,0
7,375,272,0
7,375,222,0
7,375,172,0
7,375,122,0
7,375,72,0
7,375,22,0
7,425,22,0
7,475,22,0
7,475,72,0
7,475,122,0
7,475,172,0
7,475,222,0
7,475,272,0
7,475,322,0
7,475,372,0
7,475,422,0
7,525,422,0
7,575,422,0
7,575,372,0
7,575,322,0
7,575,272,0
7,575,222,0
7,575,172,0
7,575,122,0
7,575,72,0
7,575,22,0
7,625,22,0
7,675,22,0
7,675,72,0
7,675,122,0
7,675,172,0
7,675,222,0
7,675,272,0
7,675,322,0
7,675,372,0
7,675,422,0
1,625,422,0
