25
22
9
15
72
23,75,122,0
5,225,22,0
5,225,72,0
5,225,122,0
5,225,422,0
5,225,372,0
5,225,322,0
0,175,172,0
0,175,222,19
0,175,272,0
0,175,122,0
0,125,322,22
0,175,322,0
0,125,172,21
0,125,222,19
0,125,272,21
0,125,122,22
1,475,122,0
1,575,322,0
1,325,222,0
1,425,372,0
11,275,22,0
11,325,22,0
11,375,22,0
11,425,22,0
11,475,22,0
11,525,22,0
11,575,22,0
11,625,22,0
11,675,22,0
11,725,22,0
9,275,422,0
9,325,422,0
9,375,422,0
9,425,422,0
9,475,422,0
9,525,422,0
9,575,422,0
9,625,422,0
9,675,422,0
9,725,422,0
8,725,72,0
8,725,122,0
8,725,172,0
8,725,222,0
8,725,272,0
8,725,322,0
8,725,372,0
16,25,22,0
16,75,22,0
16,125,22,0
16,175,22,0
14,25,422,0
14,75,422,0
14,125,422,0
14,175,422,0
8,425,172,0
8,475,172,0
8,525,172,0
8,525,222,0
8,525,272,0
8,475,272,0
8,425,272,0
8,425,222,0
18,475,222,0
8,25,72,0
8,25,122,0
8,25,172,0
8,25,222,0
8,25,272,0
8,25,322,0
8,25,372,0
1,625,172,0
