8
15
50
0,50,50
0,50,100
0,50,150
0,50,200
0,50,250
0,50,300
0,100,300
0,150,300
0,200,300
0,250,300
0,300,300
0,350,300
0,400,300
0,450,300
0,500,300
0,550,300
0,600,300
0,650,50
0,650,100
0,650,150
0,650,200
0,650,250
0,650,300
0,100,50
0,150,50
0,200,50
0,250,50
0,300,50
0,350,50
0,400,50
0,450,50
0,500,50
0,550,50
0,600,50
1,100,100
1,600,100
1,600,250
1,100,250
8,350,100
8,350,150
8,350,200
8,350,250
8,400,100
8,400,150
8,400,200
8,400,250
8,300,100
8,300,150
8,300,200
8,300,250
