25
22
9
15
57
23,25,122,0
9,225,22,0
9,225,122,0
9,225,222,0
9,225,322,0
9,225,422,0
9,525,22,0
9,525,122,0
9,525,222,0
9,525,322,0
9,525,422,0
9,75,22,0
9,75,122,0
9,75,222,0
9,75,322,0
9,75,422,0
9,675,22,0
9,675,322,0
9,675,422,0
0,75,72,20
0,75,172,21
0,75,272,19
0,75,372,22
0,225,72,0
0,225,172,0
0,225,272,0
0,225,372,0
0,525,72,0
0,525,172,21
0,525,272,0
0,525,372,19
0,675,72,22
0,675,372,0
9,675,122,0
0,675,172,21
0,675,272,20
1,325,122,0
1,425,222,0
1,425,72,0
1,325,322,0
1,375,272,0
1,275,72,0
1,475,322,0
13,375,222,0
1,575,172,0
1,125,222,0
10,725,22,0
10,725,72,0
10,725,122,0
11,725,322,0
11,725,372,0
11,725,422,0
0,725,222,21
0,675,222,0
0,725,172,0
0,725,272,0
1,175,172,0
1,625,322,0
