25
22
9
15
59
23,75,222,0
8,25,22,0
8,75,22,0
8,175,22,0
8,225,22,0
8,275,22,0
8,325,22,0
8,375,22,0
8,425,22,0
8,475,22,0
8,525,22,0
8,575,22,0
8,625,22,0
8,675,22,0
8,725,22,0
8,725,72,0
8,725,122,0
8,725,172,0
8,725,222,0
8,725,272,0
8,725,322,0
8,725,372,0
8,725,422,0
8,675,422,0
8,625,422,0
8,575,422,0
8,525,422,0
8,475,422,0
8,425,422,0
8,375,422,0
8,325,422,0
8,275,422,0
8,225,422,0
8,175,422,0
8,125,422,0
8,75,422,0
8,25,422,0
8,25,372,0
8,25,322,0
8,25,272,0
8,25,222,0
8,25,172,0
8,25,122,0
8,25,72,0
26,525,172,0
0,75,322,19
0,75,372,20
0,125,372,21
0,675,322,21
0,675,372,20
0,625,372,22
0,625,72,20
0,675,72,19
0,675,122,20
0,75,122,22
0,75,72,20
0,125,72,20
8,125,22,0
1,425,272,0
1,425,122,0
