8
15
53
12,650,0, 0
12,650,50, 0
12,650,100, 0
12,650,150, 0
12,600,0, 0
12,550,0, 0
12,500,0, 0
12,650,300, 0
12,650,350, 0
12,600,350, 0
12,550,350, 0
12,500,350, 0
0,650,200, 20
0,650,250, 20
8,350,200, 0
8,350,150, 0
8,300,200, 0
8,250,200, 0
8,250,150, 0
8,250,100, 0
8,350,100, 0
8,300,100, 0
13,300,150, 0
1,700,200, 0
7,50,250, 0
7,100,250, 0
7,150,250, 0
7,450,250, 0
7,500,250, 0
7,550,250, 0
0,200,200, 20
0,150,200, 21
0,400,200, 20
0,450,200, 22
0,250,50, 0
0,300,50, 20
0,350,50, 0
0,300,0, 0
0,250,0, 19
0,350,0, 0
1,150,300, 0
0,0,250, 19
0,0,200, 0
0,50,200, 21
0,100,200, 0
0,200,150, 0
0,200,100, 0
0,200,50, 22
0,400,50, 20
0,400,100, 0
0,400,150, 0
1,150,350, 0
1,500,100, 0
