25
22
9
15
50
23,25,22,0
9,175,122,0
9,125,122,0
9,75,122,0
9,75,172,0
9,75,222,0
9,125,222,0
9,175,222,0
9,175,272,0
9,175,322,0
9,125,322,0
9,75,322,0
9,425,122,0
9,375,122,0
9,325,122,0
9,325,172,0
9,325,222,0
9,325,272,0
9,325,322,0
9,375,322,0
9,425,322,0
9,675,122,0
9,625,122,0
9,575,122,0
9,575,172,0
9,575,222,0
9,625,222,0
9,675,222,0
9,675,272,0
9,675,322,0
9,625,322,0
9,575,322,0
13,675,422,0
13,725,422,0
13,725,372,0
0,25,122,21
0,125,22,0
0,125,72,22
1,725,22,0
1,525,22,0
1,225,422,0
1,425,372,0
11,25,322,0
11,25,372,0
11,25,422,0
11,75,422,0
11,75,372,0
0,75,272,21
0,125,272,19
13,275,22,0
13,325,22,0
