25
22
9
15
78
23,125,72,0
16,325,72,0
16,375,72,0
16,275,22,0
16,225,22,0
16,175,22,0
16,125,22,0
16,75,72,0
16,25,122,0
16,25,172,0
16,25,222,0
16,75,272,0
16,125,322,0
16,175,372,0
16,225,422,0
16,425,72,0
16,475,22,0
16,525,22,0
16,575,22,0
16,625,22,0
16,675,72,0
16,725,122,0
16,725,172,0
16,725,222,0
16,675,272,0
16,625,322,0
16,575,372,0
16,525,422,0
16,275,422,0
16,325,422,0
16,375,422,0
16,425,422,0
16,475,422,0
13,325,222,0
13,375,222,0
13,425,222,0
13,675,22,0
13,725,22,0
13,725,72,0
13,575,422,0
13,625,422,0
13,675,422,0
13,725,422,0
13,725,372,0
13,725,322,0
13,725,272,0
13,25,72,0
13,25,22,0
13,75,22,0
13,25,272,0
13,25,322,0
13,25,372,0
13,25,422,0
13,75,422,0
13,125,422,0
13,175,422,0
7,625,372,0
7,675,372,0
7,675,322,0
7,75,322,0
7,75,372,0
7,125,372,0
0,175,72,0
0,225,72,0
0,275,72,19
0,525,72,21
0,575,72,0
0,625,72,22
0,475,72,0
0,225,372,22
0,275,372,0
0,325,372,20
0,375,372,20
0,425,372,20
0,475,372,0
0,525,372,0
1,225,172,0
1,375,322,0
1,575,172,0
