25
22
9
15
72
23,25,222,0
8,275,22,0
8,275,72,0
8,275,122,0
8,475,22,0
8,475,72,0
8,475,122,0
8,275,322,0
8,275,372,0
8,275,422,0
8,475,322,0
8,475,372,0
8,475,422,0
0,225,172,0
0,225,222,20
0,225,272,0
0,525,172,19
0,525,272,0
12,675,422,0
12,725,422,0
12,725,372,0
9,675,22,0
9,725,22,0
9,725,72,0
10,25,372,0
10,25,422,0
10,75,422,0
11,25,72,0
11,25,22,0
11,75,22,0
18,375,222,0
0,175,72,21
0,225,72,0
0,525,72,0
0,575,72,0
0,525,372,0
0,575,372,0
0,225,372,20
18,525,422,0
18,575,422,0
18,625,422,0
18,525,22,0
18,575,22,0
18,625,22,0
18,125,22,0
18,175,22,0
18,225,22,0
18,125,422,0
18,175,422,0
18,225,422,0
18,25,122,0
18,25,172,0
18,25,272,0
18,25,322,0
18,725,122,0
18,725,172,0
18,725,272,0
18,725,322,0
1,125,122,0
0,175,222,0
1,325,372,0
1,425,72,0
1,625,172,0
1,675,222,0
0,325,22,20
0,375,22,20
0,425,22,0
0,325,422,0
0,375,422,0
0,425,422,0
0,725,222,22
22,175,372,0
0,175,372,22
