25
22
9
15
75
23,25,22,0
0,125,22,22
0,125,72,0
0,125,122,0
0,175,72,0
0,225,72,0
0,25,122,0
0,175,172,20
0,125,272,0
0,175,272,22
0,225,272,0
0,25,372,20
0,125,372,0
0,125,422,19
0,175,422,0
0,225,422,21
0,425,22,0
0,425,72,0
0,425,172,21
0,475,72,21
0,475,22,0
0,475,122,0
0,525,22,20
0,575,22,0
0,575,72,0
0,625,72,19
0,725,172,20
0,725,222,0
0,725,272,22
0,675,272,0
0,675,322,0
0,675,372,20
0,625,272,20
0,625,322,0
0,625,372,0
0,575,272,0
0,575,322,19
0,525,272,0
0,475,272,0
0,425,272,0
0,475,372,20
0,425,422,0
0,475,422,22
0,525,422,0
0,75,22,21
1,575,172,0
1,325,172,0
1,675,422,0
1,125,322,0
1,425,222,0
1,175,222,0
1,475,322,0
8,25,172,0
8,25,222,0
8,25,272,0
8,25,322,0
8,725,322,0
8,725,372,0
8,725,122,0
8,725,72,0
8,725,22,0
8,625,22,0
8,675,22,0
8,275,122,0
8,375,272,0
8,275,272,0
8,275,372,0
8,375,372,0
8,375,122,0
8,275,22,0
8,375,22,0
18,25,422,0
18,675,72,0
18,175,22,0
18,225,22,0
1,75,372,0
